Combination,SVM Accuracy,SVM AUC,KNN Accuracy,KNN AUC,Random Forest Accuracy,Random Forest AUC,Logistic Regression Accuracy,Logistic Regression AUC,XGB Accuracy,XGB AUC
Traumastress_AEI_Gamma_FCPCA,0.590909090909091,0.808333333333333,0.636363636363636,0.6875,0.545454545454545,0.5875,0.772727272727273,0.833333333333333,0.681818181818182,0.7375
Traumastress_AEI_All_FC,0.454545454545455,0.475,0.590909090909091,0.620833333333333,0.590909090909091,0.483333333333333,0.5,0.4,0.5,0.579166666666667
Traumastress_AEI_All_FCPCA,0.727272727272727,0.725,0.727272727272727,0.820833333333333,0.818181818181818,0.845833333333333,0.681818181818182,0.8,0.727272727272727,0.6875
Addictive_AEI_Delta_PSDFC,0.464285714285714,0.578231292517007,0.75,0.629251700680272,0.678571428571429,0.598639455782313,0.392857142857143,0.462585034013605,0.678571428571429,0.63265306122449
Addictive_AEI_Delta_PSDFCPCA,0.857142857142857,0.816326530612245,0.714285714285714,0.595238095238095,0.785714285714286,0.80952380952381,0.75,0.816326530612245,0.678571428571429,0.520408163265306
Addictive_AEI_Theta_PSDFC,0.535714285714286,0.476190476190476,0.535714285714286,0.482993197278912,0.571428571428571,0.605442176870748,0.571428571428571,0.462585034013605,0.714285714285714,0.646258503401361
Addictive_AEI_Theta_PSDFCPCA,0.821428571428571,0.850340136054422,0.75,0.387755102040816,0.714285714285714,0.758503401360544,0.678571428571429,0.775510204081633,0.714285714285714,0.714285714285714
Addictive_AEI_Alpha_PSDFC,0.535714285714286,0.421768707482993,0.571428571428571,0.207482993197279,0.607142857142857,0.27891156462585,0.535714285714286,0.380952380952381,0.678571428571429,0.343537414965986
Addictive_AEI_Alpha_PSDFCPCA,0.714285714285714,0.761904761904762,0.714285714285714,0.653061224489796,0.785714285714286,0.789115646258503,0.642857142857143,0.755102040816327,0.821428571428571,0.73469387755102
Addictive_AEI_Beta_PSDFC,0.678571428571429,0.707482993197279,0.642857142857143,0.615646258503401,0.571428571428571,0.438775510204082,0.5,0.585034013605442,0.678571428571429,0.557823129251701
Addictive_AEI_Beta_PSDFCPCA,0.678571428571429,0.843537414965986,0.75,0.697278911564626,0.821428571428571,0.860544217687075,0.642857142857143,0.850340136054422,0.714285714285714,0.707482993197279
Addictive_AEI_HighBeta_PSDFC,0.571428571428571,0.442176870748299,0.357142857142857,0.244897959183674,0.714285714285714,0.527210884353742,0.571428571428571,0.551020408163265,0.714285714285714,0.431972789115646
Addictive_AEI_HighBeta_PSDFCPCA,0.75,0.789115646258503,0.75,0.697278911564626,0.75,0.880952380952381,0.75,0.850340136054422,0.642857142857143,0.656462585034014
Addictive_AEI_Gamma_PSDFC,0.5,0.503401360544218,0.75,0.693877551020408,0.75,0.744897959183673,0.535714285714286,0.639455782312925,0.821428571428571,0.619047619047619
Addictive_AEI_Gamma_PSDFCPCA,0.75,0.80952380952381,0.642857142857143,0.622448979591837,0.678571428571429,0.585034013605442,0.714285714285714,0.836734693877551,0.607142857142857,0.775510204081633
Addictive_AEI_All_PSDFC,0.571428571428571,0.421768707482993,0.678571428571429,0.462585034013605,0.75,0.656462585034014,0.571428571428571,0.557823129251701,0.678571428571429,0.680272108843538
Addictive_AEI_All_PSDFCPCA,0.75,0.707482993197279,0.714285714285714,0.510204081632653,0.785714285714286,0.744897959183674,0.714285714285714,0.748299319727891,0.785714285714286,0.748299319727891
Anxiety_AEI_Delta_PSDFC,0.5,0.525252525252525,0.55,0.621212121212121,0.45,0.555555555555556,0.45,0.484848484848485,0.55,0.666666666666667
Anxiety_AEI_Delta_PSDFCPCA,0.85,0.848484848484849,0.55,0.626262626262626,0.65,0.782828282828283,0.8,0.888888888888889,0.7,0.757575757575758
Anxiety_AEI_Theta_PSDFC,0.5,0.545454545454545,0.55,0.570707070707071,0.5,0.555555555555556,0.55,0.646464646464647,0.55,0.575757575757576
Anxiety_AEI_Theta_PSDFCPCA,0.7,0.888888888888889,0.55,0.661616161616162,0.75,0.772727272727273,0.7,0.878787878787879,0.85,0.904040404040404
Anxiety_AEI_Alpha_PSDFC,0.65,0.313131313131313,0.4,0.47979797979798,0.5,0.505050505050505,0.5,0.646464646464646,0.35,0.5
Anxiety_AEI_Alpha_PSDFCPCA,0.75,0.929292929292929,0.55,0.646464646464646,0.8,0.863636363636364,0.75,0.939393939393939,0.75,0.868686868686869
Anxiety_AEI_Beta_PSDFC,0.5,0.505050505050505,0.4,0.44949494949495,0.55,0.616161616161616,0.45,0.494949494949495,0.55,0.757575757575758
Anxiety_AEI_Beta_PSDFCPCA,0.75,0.898989898989899,0.55,0.732323232323232,0.65,0.676767676767677,0.7,0.858585858585859,0.45,0.53030303030303
Anxiety_AEI_HighBeta_PSDFC,0.35,0.636363636363636,0.5,0.722222222222222,0.55,0.641414141414141,0.55,0.525252525252525,0.6,0.707070707070707
Anxiety_AEI_HighBeta_PSDFCPCA,0.8,0.797979797979798,0.55,0.651515151515152,0.7,0.813131313131313,0.75,0.878787878787879,0.7,0.818181818181818
Anxiety_AEI_Gamma_PSDFC,0.4,0.398989898989899,0.35,0.393939393939394,0.6,0.707070707070707,0.3,0.222222222222222,0.7,0.813131313131313
